# 游戏内文本译文（由 tools/i18n_batch.py 生成，请勿手工编辑）
#
# 覆盖对话、战斗消息、说明文字等；名称类官方译名见 zh_CN_names.txt。
# 同一原文在不同文件里含义不同时，用 @file 限定到具体文件。

"Gorgeous type!" = "华丽的属性！"
"GorhamPear" = "戈勒姆梨"
"Gorilla" = "大猩猩"
"Gosh you didn't even know that ku ku ku\p" = "天哪，你连这都不知道，呵呵呵\p"
"Got interviewed$" = "接受采访$"
"Got me some prime footage right here!$" = "拍到绝好的素材了！$"
"Got rained on$" = "被雨淋$"
"Gotcha!\n{B_DEF_NAME} was caught!{WAIT_SE}{PLAY_BGM MUS_CAUGHT}\p" = "抓到了！\n{B_DEF_NAME}被抓住了！{WAIT_SE}{PLAY_BGM MUS_CAUGHT}\p"
"Gotcha!\n{B_DEF_NAME} was caught!{WAIT_SE}{PLAY_BGM MUS_CAUGHT}{PAUSE 127}" = "抓到了！\n{B_DEF_NAME}被抓住了！{WAIT_SE}{PLAY_BGM MUS_CAUGHT}{PAUSE 127}"
"Gotta go!\n" = "得走了！\n"
"Goumi" = "茱萸果"
"Government" = "政府"
"Grace" = "格蕾丝"
"Grace Charm" = "天恩护符"
"Grace Curse" = "天恩诅咒"
"Graceful sky dancers." = "优雅的天空舞者。"
"Gracie" = "格雷西"
"Gradually boosts Speed." = "每回合逐渐提高速度。"
"Gradually restores\n" = "毒属性宝可梦\n"
"Grady" = "格雷迪"
"Granadilla" = "甜百香果"
"Grand slam pummeling!" = "全力猛烈的连打！"
"Granola" = "燕麦片"
"Grape" = "葡萄"
"Grapefruit" = "葡萄柚"
"Grapes" = "葡萄"
"Grass Cat" = "草猫"
"Grass Master" = "草大师"
"Grass Monkey" = "草猴"
"Grass Patchy" = "斑驳草地"
"Grass Power" = "草属性强化"
"Grass Quill" = "草羽"
"Grass Snake" = "草蛇"
"Grass grew to cover\nthe battlefield!" = "青草长满\n整个战场！"
"Grass increases Attack." = "受到草属性攻击时攻击提高。"
"Grass type {PKMN}.$" = "草属性{PKMN}。$"
"Grass {POKEBLOCK}" = "草{POKEBLOCK}"
"Grass$" = "草$"
"Grass-type Pokémon to make me feel all\l" = "草属性宝可梦\l"
"Grass-type Pokémon." = "宝可梦的防御。"
"Grass-type Pokémon.$" = "草属性宝可梦的艺术家。$"
"Grass-type moves." = "草属性招式威力。"
"Grasshopper" = "蚱蜢"
"Grassland" = "草原"
"Grassy Terrain,\n" = "青草场地上会提高，\n"
"Grass…{CLEAR_TO 110}{RIGHT_ARROW}" = "草地…{CLEAR_TO 110}{RIGHT_ARROW}"
"Gratitude" = "感谢"
"Gravity intensified!" = "重力增强了！"
"Gravity is intensified\n" = "增强重力，\n"
"Gravity returned to normal!" = "重力恢复了正常！"
"Great Pokémon and a great Trainer! It's\n" = "出色的宝可梦和训练家！\n"
"Great! I wanted to ask you something!\p" = "太好了！我正想问你点事！\p"
"Great! Thank you!\p" = "太好了！谢谢！\p"
"Great!\p" = "太好了！\p"
"GrecianFig" = "希腊无花果"
"Greedy" = "贪欲"
"Greek Fig" = "希腊无花果"
"Green" = "绿色"
"GreenApple" = "青苹果"
"GreenBeans" = "绿豆"
"Greengage" = "青梅"
"Greenie" = "小绿"
"Greetings, {PLAYER}.\p" = "你好啊，{PLAYER}。\p"
"Grenadier" = "掷弹兵"
"Grepa" = "萄葡果"
"Greta" = "格丽塔"
"Gretchen" = "格蕾琴"
"Gretel" = "格莱特"
"Gretta" = "格蕾塔"
"Grey" = "灰色"
"Griffen" = "格里芬"
"Gringo" = "外国佬"
"Gripper" = "紧抓"
"Grips the foe with large and\n" = "用巨大而有力的钳子\n"
"Grits" = "玉米糊"
"Grizzly" = "灰熊"
"Groan…$" = "唉…$"
"Gromit" = "格罗米特"
"Grookey Mastery" = "敲音猴精通"
"Grookey line in\l" = "敲音猴进化系\l"
"Gross…$" = "恶心…$"
"Groudon Mastery" = "固拉多精通"
"Groudon line in\l" = "固拉多进化系\l"
"Ground" = "地面"
"Ground Master" = "地面大师"
"Ground Power" = "地面属性强化"
"Ground type {PKMN}.$" = "地面属性{PKMN}。$"
"Ground {POKEBLOCK}" = "地面{POKEBLOCK}"
"Ground$" = "地面$"
"Ground-type moves." = "地面属性招式威力。"
"GroundPlum" = "地李"
"Group" = "群体"
"Group: {STR_VAR_1}{CLEAR_TO 90}\n{CLEAR_TO 90}\n\n{STR_VAR_3}{CLEAR_TO 90}" = "组: {STR_VAR_1}{CLEAR_TO 90}\n{CLEAR_TO 90}\n\n{STR_VAR_3}{CLEAR_TO 90}"
"Grove" = "树丛"
"Grover" = "格罗弗"
"Grow Berries and\n" = "种植树果并\n"
"Growls cutely to reduce the\n" = "可爱地鸣叫，降低\n"
"Grown in a balanced manner." = "均衡地成长。"
"Grows a very large flower." = "会开出很大的花。"
"Grows slower than Cheri and others." = "比樱子果等长得更慢。"
"Grrrrr…$" = "呜噜噜噜…$"
"Grr…\n" = "唔…\n"
"Grumichama" = "巴西樱桃"
"Grumolo" = "格鲁莫洛"
"Guanabana" = "刺果番荔枝"
"Guancamole" = "鳄梨酱"
"Guarana" = "瓜拉纳"
"Guarantees the next move\n" = "让下一招\n"
"Guard the holder\n" = "保护持有者\n"
"Guardian Of Alola" = "巨人卫士・阿罗拉"
"Guards from fire and burns." = "不会陷入灼伤且火属性招式减弱。"
"Guava" = "番石榴"
"Guavaberry" = "番石榴莓"
"Gucci" = "古驰"
"Guess I bet'er continue training some\n" = "看来我还得\n"
"Guess I shouldn't be too surprised\n" = "不过看你这身板，\n"
"Guess now I'll have to get my\n" = "看来现在只能让我的\n"
"Guess what? I'm on ROUTE 119 now.\p" = "你猜怎么着？我在１１９号道路。\p"
"Guess what? You're number five!$" = "你猜怎么着？你就是第五个！$"
"Guess what? You're number ten!$" = "你猜怎么着？你就是第十个！$"
"Guido" = "圭多"
"Guinea Pig" = "豚鼠"
"Guinness" = "吉尼斯"
"Gulp" = "一口吞"
"Gumbo" = "秋葵汤"
"Gunner" = "炮手"
"Gunther" = "冈瑟"
"Gus" = "格斯"
"Guy" = "盖伊"
"Gwaaaah!\n" = "呜哇啊啊！\n"
"Gwah! Ouch! {PLAYER}{KUN}, my arm's broken!\n" = "哇啊！好痛！{PLAYER}{KUN}，我胳膊断了！\n"
"Gwah!\n" = "哇！\n"
"Gwahahaha!\n" = "哇哈哈哈！\n"
"Gwrroooar!\n" = "呜嗷嗷嗷！\n"
"Gyarados to Mega\n" = "暴鲤龙在对战中\n"
"Gym Badge 1" = "道馆徽章1"
"Gym Badge 2" = "道馆徽章2"
"Gym Badge 3" = "道馆徽章3"
"Gym Badge 4" = "道馆徽章4"
"Gym Badge 5" = "道馆徽章5"
"Gym Badge 6" = "道馆徽章6"
"Gym Badge 7" = "道馆徽章7"
"Gym Badge 8" = "道馆徽章8"
"Gym Badge$" = "道馆徽章$"
"Gym Badges" = "道馆徽章"
"Gym Building" = "道馆建筑"
"Gym Leaders,\l" = "道馆馆主，\l"
"Gym specialises in various types of\l" = "道馆擅长各种属性的\l"
"Gym specialises in {STR_VAR_1} type\l" = "道馆擅长{STR_VAR_1}属性的\l"
"Gym's entrance." = "道馆入口的钥匙。"
"Gypsy" = "吉普赛"
"H DIP" = "水平下沉"
"H DIP FAST" = "快速水平下沉"
"H DIP TWICE" = "水平下沉两次"
"H JUMPS" = "水平跳跃"
"H JUMPS V STRETCH" = "水平跳垂直拉伸"
"H JUMPS V STRETCH TWICE" = "水平跳垂直拉伸两次"
"H PIVOT" = "水平轴转"
"H REPEATED SPRING" = "水平重复弹缩"
"H REPEATED SPRING FAST" = "快速水平重复弹缩"
"H REPEATED SPRING SLOW" = "慢速水平重复弹缩"
"H SHAKE" = "水平摇晃"
"H SHAKE FAST" = "快速水平摇晃"
"H SHAKE SLOW" = "慢速水平摇晃"
"H SLIDE" = "水平滑动"
"H SLIDE FAST" = "快速水平滑动"
"H SLIDE SHRINK" = "水平滑动缩小"
"H SLIDE SLOW" = "慢速水平滑动"
"H SLIDE WOBBLE" = "水平滑动摇摆"
"H SPRING" = "水平弹缩"
"H SPRING FAST" = "快速水平弹缩"
"H SPRING REPEATED" = "水平重复弹缩"
"H SPRING SLOW" = "慢速水平弹缩"
"H STRETCH" = "水平拉伸"
"H STRETCH FAR" = "远距离水平拉伸"
"H STRETCH FAR SLOW" = "慢速远距离水平拉伸"
"H STRETCH FAR TWICE" = "远距离水平拉伸两次"
"H VIBRATE" = "水平振动"
"H VIBRATE FAST" = "快速水平振动"
"H VIBRATE FASTEST" = "最快水平振动"
"H-here…I go…$" = "那…那我…开始了…$"
"HABIT" = "习惯"
"HAH" = "哈"
"HAHAHA" = "哈哈哈"
"HAL" = "哈尔"
"HALA" = "哈拉"
"HALL OF FAME" = "名人堂"
"HALL challenge.\p" = "大厅挑战中。\p"
"HANK" = "汉克"
"HAPPENING" = "流行"
"HAPPILY" = "开心地"
"HAPPINESS" = "幸福"
"HAPPY" = "开心"
"HAPU" = "哈普乌"
"HARBOR MAIL$" = "港口邮件$"
"HARD$" = "困难$"
"HAROLD" = "哈罗德"
"HARTLEY" = "哈特利"
"HAS" = "拥有"
"HASSEL" = "哈塞尔"
"HASSLE" = "麻烦"
"HATCH STEPS:" = "孵化步数:"
"HAU" = "哈乌"
"HAVE" = "有"
"HAVEN'T" = "没有"
"HAYLEE" = "海莉"
"HAYLIE" = "海莉"
"HE" = "他"
"HE'S" = "他是"
"HEALING FLASK" = "回复瓶"
"HEALTHY" = "健康"
"HEAR" = "听见"
"HEARING" = "听到"
"HEARS" = "听见"
"HEART" = "心"
"HECTER" = "赫克特"
"HEH" = "嘿"
"HEHE" = "嘿嘿"
"HEHEHE" = "嘿嘿嘿"
"HELENA" = "海伦娜"
"HENLEY" = "亨利"
"HER" = "她"
"HERACROSS" = "赫拉克罗斯"
"HERE" = "这里"
"HERE GOES" = "来吧"
"HERE I COME" = "我来啦"
"HERE IT IS" = "就是这个"
"HERO" = "英雄"
"HEROINE" = "女主角"
"HERS" = "她的"
"HERVE" = "埃尔"
"HEX MANIAC" = "灵异迷"
"HEY" = "嘿"
"HEY, THERE" = "嘿，你好"
"HEY?" = "喂？"
"HI" = "嗨"
"HIDDEN" = "隐藏"
"HIGH" = "高"
"HIGHS" = "最高"
"HIKER" = "登山男"
"HILBERT" = "透也"
"HILDA" = "透子"
"HIM" = "他"
"HIP AND" = "时髦"
"HIS" = "他的"
"HIT" = "击中"
"HITMONCHAN" = "快拳郎"
"HITMONLEE" = "飞腿郎"
"HITMONTOP" = "战舞郎"
"HITOMI" = "瞳"
"HIYAH" = "嗨呀"
"HM " = "秘传学习器"
"HM moves can't be\nforgotten now.\p" = "现在无法忘记\n秘传招式。\p"
"HM08" = "秘传学习器０８"
"HMM" = "嗯"
"HMs." = "学习器的盒子。"
"HOBBY" = "爱好"
"HOENN LEADERS$" = "丰缘馆主$"
"HOENN ROUTES$" = "丰缘道路$"
"HOENN TREASURE INVESTIGATORS!\p" = "丰缘寻宝调查队！\p"
"HOENN$" = "丰缘$"
"HOHOHO" = "吼吼吼"
"HOLDEN" = "霍尔登"
"HOLIDAY" = "假日"
"HOLIDAY if you'd like.$" = "小型假日活动。$"
"HOME" = "家"
"HOO-HAH" = "哇哈"
"HOP" = "赫普"
"HOPELESS" = "没希望"
"HORN ATTACK$" = "角撞$"
"HOT" = "好热"
"HOT HOT HOT!$" = "烫烫烫！$"
"HOUNDOOM" = "黑鲁加"
"HOW" = "怎么"
"HOW DO" = "你好"
"HOWARD" = "霍华德"
"HOWEVER" = "不过"
"HP" = "ＨＰ"
"HP Current" = "当前ＨＰ"
"HP Max" = "最大ＨＰ"
"HP a little." = "少量ＨＰ。"
"HP and status of a\n" = "ＨＰ和状态全满的\n"
"HP aware" = "顾及ＨＰ"
"HP in battle." = "逐渐回复ＨＰ。"
"HP of Poison-types.\n" = "会逐渐回复ＨＰ。\n"
"HP of a Pokémon." = "宝可梦的ＨＰ。"
"HP of the damage \n" = "造成伤害一半的\n"
"HP recovery in Hail or Snow." = "冰雹或下雪时回复ＨＰ。"
"HP to raise all its stats." = "来提高所有能力。"
"HP {POKEBLOCK}" = "ＨＰ{POKEBLOCK}"
"HP-stealing moves." = "吸取ＨＰ招式威力。"
"HP.$" = "ＨＰ。$"
"HUGE POWER" = "大力士"
"HUGH" = "修"
"HUGO" = "雨果"
"HUH?" = "咦？"
"HUMANE" = "人型"
"HUMPH" = "哼"
"HUNGRY" = "饿了"
"HUNTER" = "亨特"
"HUNTER'S HOUSE" = "猎人的家"
"HURRIED" = "匆忙"
"HUSTLE" = "活力"
"HYAH!\p" = "哈啊！\p"
"HYPER CUTTER" = "怪力钳"
"HYPER RANK$" = "高级$"
"HYPNOSIS$" = "催眠术$"
"Ha!\p" = "哈！\p"
"Haban" = "莓榴果"
"Hackberry" = "朴果"
"Hacks with razorlike wind.\n" = "用锐利的风刃切斩对手。\n"
"Had consecutive ROULETTE wins of$" = "轮盘连续获胜次数$"
"Hah! Great battle-chilling AND\n" = "哈！好一场对战—\n"
"Hah! Hah! Hah! Hah!\p" = "哈！哈！哈！哈！\p"
"Hah! Hah! Hah!$" = "哈！哈！哈！$"
"Hah!$" = "哈！$"
"Haha!\n" = "哈哈！\n"
"Haha, I'm just messing around with you!$" = "哈哈，我逗你玩的！$"
"Hahah! Our eyes met!\n" = "哈哈！我们对上眼了！\n"
"Hahaha!$" = "哈哈哈！$"
"Hahaha!\n" = "哈哈哈！\n"
"Hahaha!\p" = "哈哈哈！\p"
"Hahaha, that was my FAKE TEARS!\p" = "哈哈哈，那是我的假哭！\p"
"Hahahah! I'm a lousy runner, but in\n" = "哈哈哈！我跑步不行，\n"
"Hahahaha!\n" = "哈哈哈！\n"
"Hahahaha-hatchoo!$" = "哈哈哈…嚏！$"
"Hahahahaha! Something flew up my nose!\n" = "哈哈哈哈哈！有东西飞进我鼻子了！\n"
"Haiku Roll" = "俳句卷"
"Hail continues to fall." = "冰雹还在下。"
"Hail or Snow renew free hit." = "冰雹或下雪时恢复伪装。"
"Hailey" = "海莉"
"Hairy Bug" = "毛虫"
"Hala Fruit" = "哈拉果"
"Haley" = "海莉"
"Halibut" = "大比目鱼"
"Hall of Fame.\p" = "宝可梦进化系。\p"
"Hallie" = "哈莉"
"Halves damage at full HP." = "ＨＰ全满时伤害减半。"
"Halves special damage." = "减轻特殊招式的伤害。"
"Halves the foe's HP with\n" = "以自然之力\n"
"Halves weight." = "体重减半。"
"Ham" = "火腿"
"Hamburger" = "汉堡"
"Hamlet" = "哈姆雷特"
"Hammer" = "锤子"
"Hammers with a pincer. Has a\n" = "用钳子敲打。\n"
"Hamster" = "仓鼠"
"Hand" = "手"
"Hand over your POKéNAV!$" = "把你的宝可梦领航员交出来！$"
"Hands-On" = "动手"
"Handstand" = "倒立"
"Hang in and be tenacious!" = "要坚持到底不放弃！"
"Hank" = "汉克"
"Hanna" = "汉娜"
"Hannah" = "汉娜"
"Hans" = "汉斯"
"Happiness" = "幸福"
"Happy" = "快乐"
"Harbor Mail" = "港口邮件"
"Hard Scale" = "硬甲"
"Hard Shell" = "硬壳"
"Hard Worker RIBBON" = "勤奋奖章"
"Hard will result in few encounters and\n" = "困难会让遭遇变少，\n"
"Hard, for those who want to suffer." = "适合想受苦的人。"
"Hard-bodied POKéMON." = "身体坚硬的宝可梦。"
"Hardens the body's surface\n" = "使身体表面硬化，\n"
"Hardy" = "勤奋"
"Hardy Kiwi" = "狗枣猕猴桃"
"Hare" = "野兔"
"Harley" = "哈雷"
"Harness strong abilities." = "发挥强大的能力。"
"Harpo" = "哈波"
"Harrison" = "哈里森"
"Harry" = "哈利"
"Harshly lowers the Sp. Atk." = "大幅降低自己的特攻。"
"Harshly lowers user's Sp. Atk\n" = "大幅降低自身特攻，\n"
"Harshly lowers user's Speed." = "大幅降低自己的速度。"
"Harvey" = "哈维"
"Has a high critical-hit\n" = "容易击中要害，\n"
"Has a new idea for a trap popped\n" = "来客脑中\n"
"Has a tough winning pattern.$" = "取胜套路很顽强。$"
"Has moves for powerful combinations.$" = "拥有可强力配合的招式。$"
"Has my muse abandoned me?$" = "我的灵感抛弃我了吗？$"
"Has no effect whatsoever." = "没有任何效果。"
"Has the visitor grown weary?$" = "来客是厌倦了吗？$"
"HashBrowns" = "薯饼"
"Haskap" = "蓝靛果"
"Hasty" = "急躁"
"Hatch an Egg" = "孵化一颗蛋"
"Hatched EGGS$" = "孵化蛋$"
"Hatenna Mastery" = "迷布莉姆精通"
"Hatenna line in\l" = "迷布莉姆进化系\l"
"Have a POKéMON hold on to that.\n" = "让宝可梦拿着它吧。\n"
"Have a good look!$" = "好好看看吧！$"
"Have fun in your Adventure!$" = "祝你的冒险愉快！$"
"Have fun on your Adventures!$" = "祝你的冒险愉快！$"
"Have fun!$" = "玩得开心！$"
"Have fun, {PLAYER}!$" = "玩得开心，{PLAYER}！$"
"Have you STILL not calmed down?$" = "你还没冷静下来吗？$"
"Have you awoken the psychic powers\n" = "你觉醒体内的\n"
"Have you been catching POKéMON?\p" = "你一直在抓宝可梦吗？\p"
"Have you been on the sea and\n" = "你在海上有没有过\n"
"Have you been raising your Pokémon?\n" = "你有在培育宝可梦吗？\n"
"Have you been to MAUVILLE\n" = "你去过紫堇市\n"
"Have you completely forgotten\n" = "你完全忘了\n"
"Have you discovered any new ruins?\n" = "你发现什么新遗迹了吗？\n"
"Have you had success catching\n" = "最近抓宝可梦\n"
"Have you had the chance to climb\n" = "你有机会爬上\n"
"Have you learned to keep water handy\n" = "你学会生营火时\n"
"Have you made a SECRET BASE already?\p" = "你已经做好秘密基地了吗？\p"
"Have you made your POKéMON evolve\n" = "你的宝可梦\n"
"Have you met STEVEN?\p" = "你见过大吾了吗？\p"
"Have you no compassion or pity?$" = "你就没有半点同情心吗？$"
"Have you visited the SAFARI ZONE?\p" = "你去过野生原野区吗？\p"
"Haven't I heard about that\n" = "我是不是听过\n"
"Hawk" = "鹰"
"Hawlucha Mastery" = "摔角鹰人精通"
"Hawlucha line in\l" = "摔角鹰人进化系\l"
"He comes home every so often.\n" = "他偶尔会回家。\n"
"He had a house there, remember?\p" = "他在那儿有栋房子，记得吗？\p"
"He had a house there, right?\p" = "他在那儿有栋房子，对吧？\p"
"He is…\n" = "他…\n"
"He kept screaming NOW over and over\n" = "他一直不停地喊\n"
"He makes me proud, that he does.\p" = "他真让我骄傲。\p"
"He mentioned something about having\n" = "他提到好像有个新任务\n"
"He must love the sea still.$" = "他一定还是很爱大海。$"
"He promises to, “Stupendously go for\n" = "他宣称：“我要大干一场，\n"
"He promises unbeatable bargain\n" = "他承诺带来最划算的\n"
"He's got appeal with a DOUBLE-EDGE.\n" = "他的魅力像舍身冲撞，\n"
"He's hopelessly in love with the sea!$" = "他其实爱海爱得不行！$"
"He's making me blush!$" = "看得我脸都红了！$"
"Head Butt" = "头锤"
"Head to LILYCOVE right now!\p" = "赶快前往水静市!\p"
"Heads$" = "正面$"
"Heal Party" = "治疗队伍"
"Heal Replacement HP" = "回复替补的HP"
"Healing Flask" = "回复瓶"
"Healing Flask,\l" = "治疗瓶、\l"
"Healing Flask.\p" = "可用治愈水壶使用。\p"
"Healing charges you may use via the\l" = "若干治愈次数，\l"
"Healing moves go first." = "回复类招式优先使出。"
"Healing with any Nurse will recharge the\n" = "在任何护士那里治疗都能为\n"
"Heals HP and status of\n" = "回复自己和同伴的HP，\n"
"Heals Pokémon\n" = "治愈宝可梦的\n"
"Heals a paralyzed\n" = "治疗麻痹的\n"
"Heals a poisoned\n" = "治疗中毒的\n"
"Heals all status problems\n" = "用芳香治愈\n"
"Heals all the\n" = "治愈异常状态。\n"
"Heals more on grass." = "在草地上回复量更多。"
"Heals partner Pokémon." = "治愈同伴的异常状态。"
"Heals poisoning, paralysis,\n" = "治愈中毒和麻痹，\n"
"Heals the body by shedding." = "蜕皮来治愈异常状态。"
"Heals upon switching out." = "替换下场时治愈异常状态。"
"Hear my new song.\p" = "听听我的新歌。\p"
"Hearing" = "听力"
"HeartGold/SoulSilver" = "心金/魂银"
"Heat and burn protection." = "减轻火与灼伤的伤害。"
"Heat-and-cold protection." = "减轻火与冰的伤害。"
"Heather" = "石楠"
"Heats up beak to attack.\n" = "加热鸟嘴攻击，\n"
"Heavy Duty Boots" = "厚底靴"
"Heavyweight" = "重量级"
"Hebesu" = "酢橘"
"Heel" = "反派"
"Heh! My POKéMON totally rules!\n" = "嘿！我的宝可梦可是最强的！\n"
"Heh! Well, look at you-quite the little\n" = "嘿！看看你—真是个\n"
"Heh, I'm such a busy woman…\p" = "呵，我真是个忙人…\p"
"Heh, maybe I should turn pro.$" = "嘿，也许我该去当职业乐手。$"
"Heh.$" = "嘿。$"
"Hehe, I'm swiping your battling ideas!\n" = "嘿嘿，我要偷学你的对战思路！\n"
"Heheh!\n" = "嘿嘿！\n"
"Hehehe… Yeah, that's right! That\n" = "嘿嘿嘿…对，没错！\n"
"Heh… I anticipated this would happen.\n" = "嘿…我早料到会这样。\n"
"Heidi" = "海蒂"
"Heightens inner power to\n" = "提高内在力量，\n"
"Held Item" = "持有物"
"Held Items Shop" = "持有道具商店"
"Held by Bisharp." = "由劈斩司令携带。"
"Hello there, TRAINER!\n" = "你好啊，训练家！\n"
"Hello there, {PLAYER}!$" = "你好啊，{PLAYER}！$"
"Hello there.\n" = "你好啊。\n"
"Hello {PLAYER}!$" = "你好，{PLAYER}！$"
"Hello {PLAYER}!\p" = "你好，{PLAYER}！\p"
"Hello! It's {STR_VAR_1}.\p" = "你好！我是{STR_VAR_1}。\p"
"Hello! Thirty years of exploration,\n" = "你好！探索了三十年，\n"
"Hello! We're coming at you live from\n" = "大家好！我们正在现场直播，\n"
"Hello! You're the TRAINER who just had\n" = "你好！你就是刚打完\n"
"Hello!$" = "你好！$"
"Hello!\n" = "你好！\n"
"Hello!\nWould you like to do something?" = "你好！\n想做点什么吗？"
"Hello!\p" = "你好！\p"
"Hello, I've been looking for you\n" = "你好，我一直在找你，\n"
"Hello, and welcome to\n" = "你好，欢迎来到\n"
"Hello, child!\n" = "你好啊，孩子！\n"
"Hello, fellow POKéMON TRAINERS!\n" = "各位宝可梦训练家，大家好！\n"
"Hello, folks!\n" = "各位观众，大家好！\n"
"Hello, hello!\n" = "你好，你好！\n"
"Hello, it's time for RECENT HAPPENINGS.\p" = "大家好，近期见闻时间到。\p"
"Hello, it's {STR_VAR_1}!\n" = "你好，我是{STR_VAR_1}！\n"
